SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
IMPAL,EQ,740,744,716,743.95,743.9,726.75,592,431234,26-DEC-2016,125,INE547E01014,
IMPEXFERRO,EQ,1.6,1.6,1.6,1.6,1.6,1.65,1000,1600,26-DEC-2016,2,INE691G01015,
INDBANK,EQ,12.9,13,12.2,12.75,13,12.55,31287,395266.65,26-DEC-2016,117,INE841B01017,
INDHOTEL,EQ,96,97.2,93.9,96.85,97.05,95.25,298685,28400291.35,26-DEC-2016,6467,INE053A01029,
INDIACEM,EQ,111.8,111.8,107.5,107.8,107.7,112.15,2328882,254474338.5,26-DEC-2016,9841,INE383A01012,
INDIAGLYCO,EQ,136.55,136.55,129.5,130.35,130.75,137,90340,11983006.25,26-DEC-2016,1518,INE560A01015,
INDIANB,EQ,206.1,208.1,201,202.3,203.55,209.45,302611,61685739.8,26-DEC-2016,5895,INE562A01011,
INDIANCARD,EQ,213.1,215,202.65,209.5,202.65,218.7,1852,390934.25,26-DEC-2016,49,INE061A01014,
INDIANHUME,EQ,364.95,371.9,349.3,366.45,370,363,10014,3613119.55,26-DEC-2016,812,INE323C01030,
INDIGO,EQ,825.45,840,820,828.6,831.5,825.05,322816,268351659.85,26-DEC-2016,3953,INE646L01027,
INDLMETER,EQ,78.2,83.65,78.2,80.95,80.95,81.35,5855,471708.8,26-DEC-2016,22,INE065B01013,
INDNIPPON,EQ,495.05,495.05,477.7,482,480.6,498.6,2830,1375068.9,26-DEC-2016,146,INE092B01017,
INDOCO,EQ,258.05,260,250.4,252.4,252.15,258.5,19721,5069282.25,26-DEC-2016,306,INE873D01024,
INDORAMA,EQ,28.95,28.95,27.8,28.2,28.2,28.85,20631,582720.95,26-DEC-2016,140,INE156A01020,
INDOSOLAR,EQ,5.95,6.1,5.8,5.85,5.9,5.95,235296,1395913.35,26-DEC-2016,299,INE866K01015,
INDOTECH,EQ,203.7,203.7,198.55,200.45,200,204.55,4004,802522.2,26-DEC-2016,288,INE332H01014,
INDOTHAI,EQ,19.65,19.65,17.4,18,18,19.7,3290,60572.25,26-DEC-2016,70,INE337M01013,
INDOWIND,BE,4.5,4.5,4.25,4.25,4.25,4.4,35055,150575.3,26-DEC-2016,46,INE227G01018,
INDRAMEDCO,EQ,51.2,51.7,50.55,50.85,50.8,51.2,75151,3818601.05,26-DEC-2016,1206,INE681B01017,
INDSWFTLAB,EQ,36.25,36.3,34.65,34.75,34.75,35.7,9984,348672.85,26-DEC-2016,149,INE915B01019,
INDSWFTLTD,EQ,5.15,5.8,5.15,5.35,5.45,5.65,12028,65088.35,26-DEC-2016,53,INE788B01028,
INDTERRAIN,EQ,143,143,136.3,139.1,136.8,142.2,12304,1732215.7,26-DEC-2016,277,INE611L01021,
INDUSINDBK,EQ,1061,1064.5,1048.8,1060.5,1064,1062,705664,745959560.85,26-DEC-2016,31396,INE095A01012,
INEOSSTYRO,EQ,577,577.85,565.1,575.15,575,580,2186,1252006.7,26-DEC-2016,172,INE189B01011,
INFIBEAM,EQ,1162,1230.4,1153.9,1159.4,1158,1160.75,306478,358486226.05,26-DEC-2016,8704,INE483S01012,
INFINITE,EQ,231.3,234.8,219.25,221.2,219.5,234.85,14585,3300377.7,26-DEC-2016,681,INE486J01014,
INFOMEDIA,EQ,5.2,5.2,4.75,5.05,4.95,5.05,6467,31939.75,26-DEC-2016,44,INE669A01022,
INFRABEES,EQ,268.4,269.46,266.67,269.15,269.15,269.61,970,260926.79,26-DEC-2016,11,INF732E01268,
INFRATEL,EQ,336.5,339,325.1,326.85,327.35,336.4,1358368,448925545,26-DEC-2016,30255,INE121J01017,
INFY,EQ,988,994,975.1,982.75,983.35,988.45,1606914,1580049959.65,26-DEC-2016,47565,INE009A01021,
INGERRAND,EQ,654,661.85,651,651.65,653.9,662.2,2024,1324331.9,26-DEC-2016,245,INE177A01018,
INOXLEISUR,EQ,225,233,222,227.9,227.5,222.6,197507,44828904,26-DEC-2016,2973,INE312H01016,
INOXWIND,EQ,183.7,184.7,180,181.35,180.65,185.05,133507,24374129.25,26-DEC-2016,4408,INE066P01011,
INSECTICID,EQ,477.8,484.4,466.6,475.15,471,482.3,11675,5539542.45,26-DEC-2016,550,INE070I01018,
INTELLECT,EQ,136.05,136.3,129.35,130,129.8,136.25,505959,66338424.15,26-DEC-2016,9233,INE306R01017,
INVENTURE,EQ,14.25,14.5,14.1,14.25,14.25,14.85,2027,28972.25,26-DEC-2016,24,INE878H01016,
IOB,EQ,24.8,24.95,24.1,24.15,24.15,24.9,381695,9318575.8,26-DEC-2016,1114,INE565A01014,
IOC,EQ,312.5,313.5,307.05,307.95,308,313.25,1639608,505755525.7,26-DEC-2016,19882,INE242A01010,
IOLCP,EQ,94,94,89,90.4,90.35,94.25,22277,2026401.3,26-DEC-2016,480,INE485C01011,
IPAPPM,EQ,300.1,300.1,284.95,291.85,291,295.85,11299,3277255.1,26-DEC-2016,473,INE435A01028,
IPCALAB,EQ,530,537.25,515,522.55,522,529.8,27596,14426667.35,26-DEC-2016,1452,INE571A01020,
IRB,EQ,198,198.4,188,188.95,188.1,198.55,1170528,224917013.85,26-DEC-2016,11298,INE821I01014,
IRFC,N1,1102.79,1102.79,1096.03,1098.18,1098.2,1100,7058,7757507.77,26-DEC-2016,19,INE053F07520,
IRFC,N2,1177.5,1180,1174.99,1180,1180,1173.71,1409,1657182.45,26-DEC-2016,11,INE053F07538,
IRFC,N9,1225,1225,1225,1225,1225,1137.45,50,61250,26-DEC-2016,2,INE053F07678,
IRFC,NC,1552,1552,1552,1552,1552,1294.34,100,155200,26-DEC-2016,1,INE053F07728,
IRFC,NJ,1140,1142,1140,1142,1142,1140,304,347028,26-DEC-2016,4,INE053F07835,
IRFC,NK,1188.8,1189,1188.8,1189,1189,1189,144,171196,26-DEC-2016,5,INE053F07843,
IRFC,NO,1153.26,1158.7,1152.3,1158.7,1158.7,1153.26,545,629917.5,26-DEC-2016,12,INE053F07900,
ISFT,EQ,408.45,410.1,387.05,391.1,388.05,414.1,10834,4291707.65,26-DEC-2016,604,INE566K01011,
ISMTLTD,EQ,8.2,8.65,8.2,8.25,8.25,8.5,13273,110213.2,26-DEC-2016,66,INE732F01019,
ITC,EQ,224.9,225.85,222,225,225.4,224.7,8735299,1960280819.2,26-DEC-2016,106763,INE154A01025,
ITDCEM,EQ,142,146.5,142,144.05,145,142.75,98485,14240320.9,26-DEC-2016,1611,INE686A01026,
ITI,EQ,42.7,45.8,42.55,43.45,43.3,43,1199889,53303732.5,26-DEC-2016,6043,INE248A01017,
IVC,EQ,14.2,14.5,14.1,14.2,14.25,14.2,146771,2085786.9,26-DEC-2016,267,INE050B01023,
IVP,EQ,121,121,118.3,119.6,119.5,121.95,1636,195866.3,26-DEC-2016,46,INE043C01018,
IVRCLINFRA,EQ,4.25,4.25,4.1,4.15,4.15,4.25,411687,1700700.25,26-DEC-2016,450,INE875A01025,
IZMO,EQ,45.5,45.5,44.25,44.65,44.35,45.8,12394,554873.6,26-DEC-2016,169,INE848A01014,
J&KBANK,EQ,60.1,60.45,58.1,58.45,58.55,60.35,395050,23286524.6,26-DEC-2016,3030,INE168A01041,
JAGRAN,EQ,168.95,168.95,165,165.55,165.5,168.2,28418,4702630.05,26-DEC-2016,1526,INE199G01027,
JAGSNPHARM,EQ,33.45,34.7,32.5,33.15,33.05,33.95,3673,122417,26-DEC-2016,87,INE048B01027,
JAIBALAJI,EQ,11.3,11.95,11.25,11.25,11.25,11.8,9386,105700.05,26-DEC-2016,37,INE091G01018,
JAICORPLTD,EQ,68.15,71.4,67.55,67.9,68.3,65.6,2718310,188133897.2,26-DEC-2016,17304,INE070D01027,
JAIHINDPRO,EQ,5.55,5.55,5.55,5.55,5.55,4.7,400,2220,26-DEC-2016,2,INE343D01010,
JAMNAAUTO,EQ,158.2,164.65,155.25,160.05,160.5,160.2,204173,32796253.9,26-DEC-2016,4504,INE039C01024,
JAYAGROGN,EQ,525,533.8,502.65,502.65,502.65,529.1,28317,14308715.65,26-DEC-2016,1033,INE785A01026,
JAYBARMARU,EQ,280,282,260,261.75,263.95,271.8,17034,4498055.2,26-DEC-2016,1015,INE571B01028,
JAYNECOIND,EQ,6.8,7.15,6.8,7,6.95,7,7995,55645.1
